Rk,Season,Tm,Lg,G,W,L,FG,FGA,THREEP,THREEPA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,OFGM,OFGA,OFTM,OFTA,O3PM,O3PA,OppORB,OppDRB,OppAsst,OppSTL,OppBlk,OppTOV,OppPF
171,2005-06,BOS,NBA,82,33,49,2951,6322,467,1290,1664,2204,813,2432,3245,1716,578,422,1359,2033,2944,6462,1825,2457,446,1265,910,2369,1763,688,404,1210,1837
262,2005-06,CHA,NBA,82,26,56,2961,6843,428,1261,1593,2186,990,2270,3260,1717,822,354,1167,1960,3065,6410,1683,2283,458,1285,940,2667,1881,577,441,1464,1929
38,2005-06,CHI,NBA,82,41,41,3004,6737,560,1477,1452,1967,906,2602,3508,1804,508,345,1224,2038,2773,6515,1921,2472,501,1428,881,2541,1652,611,420,1228,1883
99,2005-06,CLE,NBA,82,50,32,2908,6412,497,1465,1689,2318,959,2511,3470,1560,567,392,1137,1733,2949,6481,1462,1970,459,1291,807,2421,1666,540,357,1079,1842
172,2005-06,DAL,NBA,82,60,22,2948,6375,416,1113,1818,2322,1030,2431,3461,1473,593,488,1112,1834,2801,6319,1626,2163,404,1120,935,2209,1433,536,400,1151,1958
122,2005-06,DEN,NBA,82,44,38,3078,6672,350,1076,1721,2312,903,2486,3389,1921,698,463,1216,1863,3070,6764,1538,2090,530,1480,965,2469,1959,586,436,1323,1911
240,2005-06,DET,NBA,82,64,18,2983,6558,557,1451,1418,1950,975,2347,3322,1971,580,490,931,1513,2915,6450,1235,1677,329,1012,951,2399,1541,481,285,1145,1726
123,2005-06,GSW,NBA,82,34,48,2939,6785,625,1832,1573,2190,980,2485,3465,1694,604,357,1156,1941,3047,6674,1624,2187,469,1335,985,2662,1828,576,409,1258,1919
56,2005-06,HOU,NBA,82,34,48,2708,6252,469,1414,1502,1980,849,2565,3414,1580,588,320,1193,1863,2708,6310,1560,2135,541,1465,874,2477,1647,582,373,1094,1716
61,2005-06,IND,NBA,82,41,41,2786,6274,536,1536,1591,2158,898,2559,3457,1631,598,409,1254,1821,2831,6504,1511,2060,371,1083,968,2416,1520,661,399,1112,1800
6,2005-06,LAC,NBA,82,47,35,2993,6443,290,843,1694,2142,828,2704,3532,1708,534,503,1185,1872,2887,6638,1593,2175,474,1367,858,2432,1765,570,355,1053,1777
121,2005-06,LAL,NBA,82,45,37,2992,6607,552,1583,1618,2172,970,2488,3458,1734,628,350,1143,1894,2945,6547,1585,2123,474,1342,893,2399,1730,536,354,1158,1925
214,2005-06,MEM,NBA,82,49,33,2746,6125,590,1578,1476,2077,834,2379,3213,1586,600,442,1134,1757,2691,6172,1465,1942,408,1223,927,2404,1605,597,456,1213,1867
13,2005-06,MIA,NBA,82,52,30,3039,6355,497,1441,1616,2310,858,2675,3533,1692,522,442,1186,1871,2871,6529,1642,2223,490,1359,826,2359,1596,560,298,1063,1937
156,2005-06,MIL,NBA,82,40,42,2976,6566,507,1335,1561,2115,929,2448,3377,1769,597,270,1197,1902,2972,6383,1671,2237,490,1385,832,2475,1847,606,414,1182,1937
178,2005-06,MIN,NBA,82,33,49,2888,6340,310,942,1436,1895,811,2422,3233,1716,559,471,1189,1889,2852,6474,1525,2072,447,1229,974,2411,1554,539,374,1139,1736
78,2005-06,NJN,NBA,82,49,33,2778,6317,477,1447,1658,2187,822,2539,3361,1884,558,278,1119,1903,2730,6222,1654,2232,465,1336,787,2599,1641,589,329,1177,1889
215,2005-06,NOH,NBA,82,38,44,2831,6428,300,885,1649,2176,918,2379,3297,1519,611,311,1095,1786,2883,6286,1530,2014,546,1486,860,2498,1584,527,432,1197,1910
231,2005-06,NYK,NBA,82,23,59,2822,6206,320,884,1878,2587,1034,2360,3394,1468,555,271,1449,2157,2967,6359,1868,2480,565,1495,883,2280,1744,674,437,1154,2079
197,2005-06,ORL,NBA,82,36,46,2911,6167,299,796,1663,2277,892,2402,3294,1495,532,362,1240,1908,2870,6327,1672,2285,460,1287,911,2239,1644,615,386,1099,1899
175,2005-06,PHI,NBA,82,38,44,3001,6546,375,1031,1770,2330,873,2425,3298,1653,651,404,1159,1712,3100,6699,1609,2111,498,1420,974,2533,1882,630,386,1269,1898
21,2005-06,PHO,NBA,82,54,28,3430,7167,837,2097,1189,1475,778,2650,3428,2179,549,412,1088,1683,3243,7141,1429,1956,516,1423,1028,2735,1546,591,282,1218,1623
267,2005-06,POR,NBA,82,21,61,2791,6267,364,1042,1339,1944,886,2203,3089,1490,529,435,1205,1828,3032,6472,1498,1971,498,1306,1029,2445,1737,592,403,1060,1704
134,2005-06,SAC,NBA,82,44,38,2954,6500,494,1408,1704,2173,852,2473,3325,1825,608,299,1199,1672,3053,6726,1412,1891,462,1316,953,2503,1733,656,403,1199,1886
69,2005-06,SAS,NBA,82,63,19,2993,6342,524,1362,1327,1891,851,2548,3399,1717,543,467,1126,1714,2782,6420,1414,1912,300,886,886,2417,1336,599,343,1136,1709
265,2005-06,SOK,NBA,82,35,47,3077,6711,605,1631,1652,2104,1013,2233,3246,1696,622,306,1208,1933,3202,6596,1713,2255,542,1445,1003,2316,1973,598,399,1194,1820
258,2005-06,TOR,NBA,82,27,55,3013,6639,608,1620,1653,2089,864,2291,3155,1593,529,272,1071,1965,3164,6448,1696,2267,508,1363,835,2539,1938,518,359,1165,1834
212,2005-06,UTA,NBA,82,41,41,2744,6207,311,925,1774,2466,1071,2380,3451,1772,524,492,1290,2032,2730,6077,1839,2466,490,1297,871,2237,1511,663,463,1166,2104
242,2005-06,WAS,NBA,82,42,40,2975,6656,497,1394,1889,2496,1035,2344,3379,1523,658,339,1143,1855,3014,6477,1655,2222,501,1379,964,2477,1766,537,341,1326,2075
253,2006-07,ATL,NBA,82,30,52,2831,6372,341,1038,1677,2203,976,2312,3288,1573,609,446,1306,1970,2953,6335,1699,2315,465,1236,948,2370,1732,597,421,1247,1853
205,2006-07,BOS,NBA,82,24,58,2858,6454,471,1283,1670,2178,918,2391,3309,1630,589,382,1350,1971,2966,6337,1776,2376,429,1212,848,2476,1811,604,449,1250,1757
241,2006-07,CHA,NBA,82,33,49,2960,6643,457,1280,1568,2136,920,2346,3266,1836,638,369,1224,1985,2999,6450,1802,2404,452,1245,929,2562,1717,603,437,1296,1786
40,2006-07,CHI,NBA,82,49,33,3046,6663,480,1237,1528,2083,984,2597,3581,1832,639,445,1310,1908,2793,6416,1619,2219,484,1387,897,2456,1675,614,433,1429,1900
85,2006-07,CLE,NBA,82,50,32,2978,6658,494,1404,1484,2133,1039,2529,3568,1708,625,353,1177,1781,2838,6337,1539,2096,405,1231,807,2461,1649,540,349,1254,1804
94,2006-07,DAL,NBA,82,67,15,3010,6442,535,1404,1646,2045,920,2515,3435,1632,560,408,1140,1837,2790,6241,1654,2216,375,1074,839,2286,1471,565,312,1190,1811
63,2006-07,DEN,NBA,82,45,37,3164,6805,484,1440,1827,2449,1001,2558,3559,1920,678,435,1352,1756,3257,7087,1438,1945,554,1569,1005,2462,2010,680,424,1343,1946
221,2006-07,DET,NBA,82,53,29,2942,6484,449,1305,1539,1988,948,2374,3322,1768,583,472,1001,1672,2819,6337,1484,2006,409,1205,973,2403,1647,521,290,1205,1668
146,2006-07,GSW,NBA,82,42,40,3261,7048,700,1966,1515,2113,940,2456,3396,1950,750,466,1309,1933,3171,6870,1814,2419,609,1664,1074,2733,2023,680,399,1525,1832
14,2006-07,HOU,NBA,82,52,30,2906,6528,705,1893,1436,1906,880,2673,3553,1704,583,337,1162,1710,2793,6503,1497,2000,472,1346,800,2548,1588,571,353,1163,1631
163,2006-07,IND,NBA,82,35,47,2872,6561,481,1389,1615,2125,990,2441,3431,1680,599,447,1335,1912,2931,6416,1741,2311,437,1175,915,2498,1642,644,410,1288,1942
124,2006-07,LAC,NBA,82,40,42,2880,6318,314,903,1769,2245,888,2484,3372,1762,596,472,1239,1858,2912,6436,1602,2142,455,1341,843,2377,1722,582,321,1132,1829
112,2006-07,LAL,NBA,82,42,40,3103,6664,608,1724,1660,2221,886,2495,3381,1850,600,421,1273,1889,3097,6719,1763,2320,523,1462,955,2508,1798,649,409,1208,1916
220,2006-07,MEM,NBA,82,22,60,2998,6448,500,1362,1835,2410,866,2375,3241,1680,564,407,1343,1827,3287,6761,1603,2113,576,1480,965,2483,2062,681,450,1253,1992
87,2006-07,MIA,NBA,82,44,38,2919,6288,528,1539,1393,2019,817,2526,3343,1681,566,442,1201,1749,2895,6517,1513,2039,531,1495,921,2467,1656,562,314,1185,1790
260,2006-07,MIL,NBA,82,28,54,3121,6714,524,1472,1406,1919,941,2272,3213,1771,587,224,1240,1821,3201,6673,1564,2109,565,1537,1062,2468,2077,615,433,1284,1718
131,2006-07,MIN,NBA,82,32,50,2997,6503,384,1089,1499,1892,819,2474,3293,1848,532,325,1278,1758,3075,6689,1510,1987,518,1487,958,2437,1782,583,360,1163,1679
88,2006-07,NJN,NBA,82,41,41,2913,6379,609,1676,1566,2153,822,2525,3347,1962,499,273,1212,1869,2911,6476,1723,2261,519,1455,867,2526,1805,584,369,1188,1886
97,2006-07,NOH,NBA,82,39,43,2971,6674,455,1256,1436,1941,1025,2512,3537,1537,522,347,1187,1620,3004,6579,1395,1839,559,1575,853,2493,1703,554,391,1119,1733
93,2006-07,NYK,NBA,82,33,49,2903,6356,474,1370,1714,2396,1032,2516,3548,1532,543,260,1405,1932,3021,6566,1613,2136,573,1523,885,2297,1748,616,406,1122,1875
181,2006-07,ORL,NBA,82,40,42,2875,6090,342,962,1679,2393,920,2418,3338,1525,565,416,1392,1904,2739,6191,1768,2327,461,1306,865,2217,1609,678,376,1232,1921
236,2006-07,PHI,NBA,82,35,47,2932,6408,284,823,1637,2135,899,2353,3252,1669,590,390,1258,1671,3039,6570,1452,1926,503,1424,969,2404,1825,606,320,1280,1801
47,2006-07,PHO,NBA,82,61,21,3388,6855,785,1965,1476,1827,737,2583,3320,2122,553,394,1189,1659,3238,7087,1458,1902,504,1387,1008,2504,1548,566,304,1242,1759
257,2006-07,POR,NBA,82,32,50,2874,6392,426,1232,1543,2006,923,2299,3222,1513,555,380,1236,1931,2962,6292,1678,2157,467,1293,850,2347,1703,539,380,1127,1750
199,2006-07,SAC,NBA,82,33,49,2941,6532,530,1513,1891,2473,797,2396,3193,1665,671,265,1194,1792,3147,6671,1600,2115,557,1524,907,2648,1840,572,405,1335,1990
49,2006-07,SAS,NBA,82,58,24,2999,6328,595,1561,1486,1980,761,2577,3338,1814,587,417,1137,1588,2860,6462,1300,1756,368,1101,828,2379,1416,579,337,1176,1739
251,2006-07,SOK,NBA,82,31,51,3047,6628,525,1451,1511,1911,928,2322,3250,1695,631,301,1268,1801,3126,6568,1596,2124,519,1437,954,2408,1870,590,341,1233,1635
127,2006-07,TOR,NBA,82,47,35,3032,6547,531,1464,1562,1982,755,2480,3235,1822,581,321,1104,1672,3051,6593,1441,1911,533,1491,848,2641,1742,489,317,1241,1786
147,2006-07,UTA,NBA,82,51,31,3069,6471,354,1056,1830,2462,1030,2456,3486,2024,577,339,1277,2067,2819,6191,1943,2534,506,1424,813,2223,1552,623,438,1230,2010
213,2006-07,WAS,NBA,82,41,41,3070,6820,561,1614,1855,2425,998,2379,3377,1660,635,375,1133,1823,3166,6700,1668,2146,598,1585,973,2551,1942,519,380,1291,1927
150,2007-08,ATL,NBA,82,37,45,2975,6552,384,1078,1720,2227,1008,2454,3462,1804,600,448,1223,1673,3115,6733,1461,1943,512,1413,968,2386,1825,615,421,1079,1793
33,2007-08,BOS,NBA,82,66,16,2986,6286,596,1564,1677,2176,830,2615,3445,1833,696,379,1246,1864,2657,6341,1605,2160,485,1535,899,2290,1539,594,389,1256,1818
164,2007-08,CHA,NBA,82,32,50,2960,6554,529,1443,1510,2115,892,2440,3332,1748,614,402,1204,1777,3115,6684,1571,2102,517,1456,999,2588,1785,625,476,1132,1721
128,2007-08,CHI,NBA,82,33,49,2987,6861,474,1305,1533,2029,1050,2478,3528,1811,635,429,1197,1784,2982,6583,1699,2217,571,1522,914,2582,1794,648,465,1201,1746
58,2007-08,CLE,NBA,82,45,37,2937,6697,552,1544,1477,2061,1092,2563,3655,1640,579,427,1145,1712,2939,6462,1548,2070,506,1419,814,2500,1721,559,388,1052,1666
24,2007-08,DAL,NBA,82,51,31,3025,6515,494,1403,1690,2075,883,2643,3526,1720,490,402,1037,1786,2903,6551,1648,2168,408,1168,882,2419,1547,536,357,949,1739
8,2007-08,DEN,NBA,82,50,32,3307,7038,569,1605,1891,2519,918,2698,3616,2024,752,551,1203,1731,3334,7303,1481,2028,621,1710,1042,2680,2107,644,393,1282,1950
176,2007-08,DET,NBA,82,59,23,2999,6551,487,1330,1507,1965,974,2423,3397,1831,583,472,956,1688,2727,6239,1523,2047,409,1233,865,2344,1563,477,319,1047,1618
110,2007-08,GSW,NBA,82,48,34,3403,7406,761,2185,1538,2044,1045,2496,3541,1833,744,377,1082,1875,3273,6998,1806,2378,572,1556,1053,2803,1939,567,413,1325,1736
19,2007-08,HOU,NBA,82,55,27,3003,6698,583,1707,1342,1848,1002,2659,3661,1757,598,420,1125,1609,2852,6594,1410,1912,433,1186,894,2441,1548,622,379,1061,1615
27,2007-08,IND,NBA,82,36,46,3102,6993,755,2021,1568,2042,904,2633,3537,1864,623,412,1236,1921,3093,6817,1850,2443,606,1571,929,2800,1820,663,416,1233,1782
118,2007-08,LAC,NBA,82,23,59,2820,6445,350,1079,1702,2178,800,2491,3291,1732,557,398,1180,1745,3114,6670,1574,2096,486,1393,916,2657,1834,590,389,1080,1773
4,2007-08,LAL,NBA,82,57,25,3248,6818,662,1751,1746,2270,898,2722,3620,2003,654,438,1156,1691,3127,7022,1501,1995,554,1531,988,2521,1793,634,368,1124,1850
54,2007-08,MEM,NBA,82,22,60,3060,6737,620,1779,1517,2097,848,2567,3415,1574,503,386,1251,1592,3394,7076,1387,1791,591,1625,932,2721,1963,711,403,1055,1842
243,2007-08,MIA,NBA,82,15,67,2808,6336,491,1373,1384,1903,743,2342,3085,1644,589,355,1202,1670,3029,6477,1590,2105,552,1497,916,2617,1817,631,341,1104,1650
230,2007-08,MIL,NBA,82,26,56,3026,6745,452,1313,1452,1980,1055,2363,3418,1760,544,361,1210,1748,3147,6562,1639,2141,588,1530,872,2464,1913,647,404,1081,1727
174,2007-08,MIN,NBA,82,22,60,3076,6817,441,1259,1246,1693,964,2428,3392,1630,616,306,1188,1885,3056,6481,1742,2266,541,1516,871,2545,1899,610,468,1064,1434
89,2007-08,NJN,NBA,82,34,48,2856,6450,498,1430,1647,2237,913,2520,3433,1925,521,390,1229,1855,2982,6543,1774,2311,534,1448,896,2517,1810,662,362,1050,1836
113,2007-08,NOH,NBA,82,56,26,3164,6796,630,1621,1312,1707,937,2494,3431,1785,637,321,974,1531,3038,6604,1217,1579,544,1552,815,2533,1779,470,331,1089,1573
144,2007-08,NYK,NBA,82,23,59,2967,6757,490,1454,1524,2095,1029,2457,3486,1530,521,213,1187,1761,3184,6711,1535,2078,587,1592,924,2573,1773,621,429,1012,1665
12,2007-08,ORL,NBA,82,52,30,3058,6446,801,2074,1650,2288,768,2677,3445,1706,520,333,1173,1688,3057,6855,1489,1975,516,1441,899,2520,1764,581,344,1043,1898
223,2007-08,PHI,NBA,82,40,42,3056,6648,302,952,1509,2137,1067,2370,3437,1673,712,400,1172,1620,3000,6504,1332,1726,557,1549,923,2293,1903,550,420,1226,1708
11,2007-08,PHO,NBA,82,55,27,3392,6782,694,1764,1548,1977,720,2683,3403,2188,532,518,1184,1633,3368,7384,1407,1879,469,1329,1101,2498,1607,601,311,1051,1731
168,2007-08,POR,NBA,82,41,41,2935,6546,538,1426,1412,1841,901,2438,3339,1733,455,360,1056,1642,2983,6616,1401,1828,533,1499,957,2465,1714,488,301,991,1656
145,2007-08,SAC,NBA,82,38,44,3043,6558,510,1367,1812,2272,829,2456,3285,1567,651,334,1317,1839,3137,6731,1722,2287,597,1599,970,2465,1878,661,452,1204,1892
35,2007-08,SAS,NBA,82,56,26,2938,6424,594,1610,1350,1774,771,2612,3383,1718,521,337,1035,1537,2857,6431,1293,1710,420,1227,776,2527,1490,566,361,1009,1625
10,2007-08,SOK,NBA,82,20,62,3125,7032,313,939,1436,1866,971,2688,3659,1748,531,400,1310,1680,3288,7136,1534,2048,607,1576,961,2655,1997,706,440,1033,1610
111,2007-08,TOR,NBA,82,41,41,3148,6726,572,1459,1347,1658,790,2496,3286,1953,570,336,959,1596,3007,6569,1344,1732,619,1683,830,2583,1797,470,333,1092,1508
191,2007-08,UTA,NBA,82,54,28,3279,6592,407,1095,1745,2298,942,2410,3352,2165,717,355,1200,1970,2896,6286,1848,2468,506,1419,844,2256,1629,619,420,1262,1891
195,2007-08,WAS,NBA,82,43,39,2986,6695,575,1614,1557,1991,1007,2404,3411,1607,632,391,1082,1606,3015,6537,1418,1880,683,1768,900,2478,1958,529,360,1102,1656
188,2008-09,ATL,NBA,82,47,35,2956,6451,597,1633,1537,2085,870,2412,3282,1657,603,376,1048,1610,3002,6610,1385,1800,528,1496,956,2481,1705,530,354,1121,1681
46,2008-09,BOS,NBA,82,62,20,3075,6333,538,1355,1587,2075,869,2586,3455,1862,621,387,1280,1897,2763,6418,1626,2110,507,1452,834,2249,1553,585,389,1195,1820
226,2008-09,CHA,NBA,82,35,47,2866,6299,490,1339,1455,1965,886,2366,3252,1741,580,397,1279,1754,2883,6349,1457,1928,558,1526,877,2310,1604,626,488,1206,1714
126,2008-09,CHI,NBA,82,41,41,3126,6846,493,1293,1633,2052,970,2481,3451,1732,615,453,1192,1709,3141,6864,1633,2077,486,1400,1017,2491,1723,622,449,1177,1708
50,2008-09,CLE,NBA,82,66,16,3022,6454,656,1670,1523,2012,886,2574,3460,1663,593,435,1045,1663,2775,6444,1459,1895,482,1447,878,2310,1568,519,338,1137,1664
41,2008-09,DAL,NBA,82,50,32,3128,6770,571,1632,1516,1852,909,2595,3504,1779,591,429,1043,1600,3071,6752,1522,1906,517,1379,884,2509,1611,589,334,1064,1645
103,2008-09,DEN,NBA,82,54,28,3058,6510,548,1477,1891,2487,905,2507,3412,1820,710,492,1257,1874,2966,6738,1742,2228,601,1643,991,2391,1756,648,447,1265,1944
157,2008-09,DET,NBA,82,39,43,2981,6559,377,1079,1388,1849,949,2448,3397,1689,493,377,973,1712,2876,6380,1580,2039,435,1228,861,2453,1651,461,342,964,1612
116,2008-09,GSW,NBA,82,29,53,3231,7055,550,1475,1893,2392,953,2492,3445,1711,638,527,1201,1842,3401,7273,1828,2346,582,1531,1164,2695,1980,646,414,1229,1927
16,2008-09,HOU,NBA,82,53,29,2959,6526,621,1656,1531,1903,862,2662,3524,1662,548,355,1158,1553,2991,6735,1296,1730,464,1298,873,2398,1620,588,435,1022,1689
18,2008-09,IND,NBA,82,36,46,3220,7080,652,1725,1525,1890,924,2661,3585,1775,573,434,1189,1895,3141,6862,1857,2431,569,1519,909,2708,1731,635,444,1151,1692
217,2008-09,LAC,NBA,82,19,63,2955,6696,535,1513,1354,1839,890,2377,3267,1723,572,482,1221,1650,3218,6805,1546,2035,536,1431,962,2653,1951,652,414,1093,1609
44,2008-09,LAL,NBA,82,65,17,3307,6981,547,1516,1607,2087,1015,2587,3602,1908,718,420,1103,1698,3050,6825,1454,1931,586,1700,959,2440,1854,635,392,1284,1816
244,2008-09,MEM,NBA,82,24,58,2865,6311,398,1106,1570,2077,847,2337,3184,1423,615,385,1252,1777,3018,6378,1574,2043,536,1510,842,2431,1735,632,443,1194,1786
190,2008-09,MIA,NBA,82,43,39,3034,6646,582,1631,1411,1871,828,2411,3239,1671,651,451,1026,1696,2920,6412,1609,2086,591,1519,896,2536,1646,528,335,1246,1632
225,2008-09,MIL,NBA,82,34,48,3009,6755,511,1408,1613,2067,973,2367,3340,1802,609,308,1154,1986,2854,6233,1961,2480,562,1486,831,2527,1730,616,376,1350,1842
162,2008-09,MIN,NBA,82,24,58,2986,6766,543,1539,1504,1957,975,2442,3417,1674,512,322,1165,1785,3109,6561,1668,2145,536,1420,813,2539,1765,610,484,1028,1642
186,2008-09,NJN,NBA,82,34,48,2925,6536,652,1735,1542,1980,850,2415,3265,1636,559,391,1075,1838,2953,6385,1738,2281,600,1536,872,2523,1793,567,393,1103,1680
151,2008-09,NOH,NBA,82,49,33,2911,6366,556,1526,1479,1833,802,2453,3255,1609,593,338,1029,1665,2851,6329,1453,1879,575,1625,822,2459,1649,476,289,1089,1675
71,2008-09,NYK,NBA,82,32,50,3157,7091,823,2284,1490,1900,911,2545,3456,1738,610,204,1174,1672,3378,7041,1514,1998,571,1625,954,2826,1774,654,437,1188,1592
3,2008-09,ORL,NBA,82,59,23,2929,6416,817,2147,1611,2253,819,2728,3547,1593,570,439,1142,1664,2936,6785,1421,1882,444,1297,864,2591,1488,564,308,1072,1840
245,2008-09,PHI,NBA,82,41,41,2997,6532,341,1072,1652,2216,1039,2336,3375,1647,658,415,1157,1650,2997,6489,1402,1792,585,1595,935,2285,1799,575,400,1278,1786
90,2008-09,PHO,NBA,82,46,36,3373,6695,553,1445,1675,2251,900,2520,3420,1905,589,420,1288,1691,3278,7025,1634,2108,626,1635,993,2351,1741,706,369,1165,1877
232,2008-09,POR,NBA,82,54,28,3018,6494,596,1555,1521,1988,1060,2360,3420,1667,550,402,1055,1671,2899,6302,1430,1780,487,1301,786,2190,1590,514,319,1082,1733
227,2008-09,SAC,NBA,82,17,65,2990,6685,586,1594,1682,2107,840,2366,3206,1619,569,349,1266,1910,3281,6792,1824,2412,580,1430,1018,2592,1796,704,423,1179,1737
26,2008-09,SAS,NBA,82,54,28,3042,6534,625,1620,1249,1641,728,2638,3366,1736,474,329,963,1546,2973,6568,1257,1635,447,1180,745,2570,1481,531,351,961,1511
108,2008-09,SOK,NBA,82,23,59,2999,6716,328,949,1626,2069,999,2497,3496,1663,608,371,1330,1655,3230,6800,1468,1930,524,1439,884,2496,1769,697,407,1140,1656
96,2008-09,TOR,NBA,82,33,49,3054,6673,479,1289,1534,1861,802,2513,3315,1835,523,390,1098,1593,3172,6827,1379,1759,629,1716,895,2539,1887,521,386,1093,1645
177,2008-09,UTA,NBA,82,48,34,3143,6623,392,1122,1814,2352,940,2423,3363,2024,719,374,1210,1830,3019,6509,1703,2233,534,1479,908,2393,1640,658,423,1323,1972
250,2008-09,WAS,NBA,82,19,63,2994,6655,395,1198,1494,1948,956,2330,3286,1641,619,365,1146,1679,3164,6565,1487,1959,674,1740,934,2491,3425,2015,593,431,1140